,listing_id,id,date,reviewer_id,reviewer_name,comments,review_lang
230,7246272,65519027,2016-03-15,18943353,Etienne," ENGLISH , Me and my girlfriend returned from a 3 days stay at Alex and Bob We were warmly welcomed by Alex who was able to properly advise us throughout our stay The condo is beautiful and the room we occupied for three nights was very cozy The bed is extremely comfortable and the ensuite bathroom includes a huge shower which is perfect after a tiring day of walking and visiting The red line Boston Subway passes near the condo which makes it easier to visit and travel from one part of the city to another ,  , We had a small problem with our bikes rental with Hubway the bike sharing system in Boston but fortunately Bob and Alex were kind enough to offer us their help and called the Hubway company which helped a lot and saved us from wasting time making calls ,  , We are more than satisfied with our stay and recommend this Airbnb without any hesitation We hope to return at Alex and Bob in the future Thanks again guys and take care ,  ,  tienne Sophie ,  , FRAN AIS , Moi et ma copine revenons d un s jour de trois jours Boston o nous avons eu la chance de rester dans le Airbnb de Alex et Bob Nous avons t accueillis chaleureusement par Alex qui a d ailleurs su bien nous conseiller tout au long de notre s jour Le condo est absolument magnifique et la chambre que nous avons occup e tait chaleureuse et douillette Le lit est extr mement confortable et la salle de bain attenante comprend une immense douche ce qui a t particuli rement appr ci apr s nos journ es visiter et se promener dans la ville Le m tro red line passe proximit de la r sidence ce qui facilite grandement les d placements vers le centre ville et les autres secteurs de Boston ,  , Nous avons eu un petit probl me lors de la location de nos v los avec la compagnie Hubway mais heureusement Alex et Bob ont eu la gentillesse de nous proposer leur aide Ils ont appel la compagnie ce qui nous a vit de perdre du temps faire des d marches par t l phone ,  , Nous sommes plus que satisfaits de notre s jour et nous recommandons cet Airbnb sans aucune h sitation Nous comptons retourner chez Alex et Bob lors de notre prochaine visite Boston Merci pour tout et au plaisir ",fr
247,7246272,91517875,2016-08-05,22930402,永东,"  ,  salem ,  ,  ,  ,  ,  samner51 3 ",zh-cn
269,1365335,13131597,2014-05-20,2019680,Josée, Christine a t une excellente h te tr s attentionn e et tr s g n reuse J y retournerais c est certain ,fr
291,4573458,33570334,2015-05-30,2103376,Mette, Hurtig og fin respons p henvendelser Okay lejlighed med 2 sm sovev relser og det mest n dvendige grej i lejlighed og k kken Den ene seng knirkede en del og det ville have v ret dejligt med et par vinglas Godt og hurtigt internet Helt fantastisk beliggenhed midt i det italienske kvarter med sk nne lokale butikker og restauranter T t p Harbor Walk hvor vi tog et par vidunderlige l beture i de tidlige morgentimer Og t t p Hubway cykel station s det var nemt at komme omkring ,da
298,4573458,44755266,2015-08-29,14835606,Giulia, Appartamento molto bello nel cuore del North End Unico neo al quarto piano senza ascensore Pulizie da migliorare ma per gli standard americani buono Mai incontrato l host il recupero e il rilascio delle chiavi facile anche se bisogna chiamare il giorno prima dell arrivo un numero verde americano ,it
324,56927,464951,2011-08-22,593747,Dolores, Pasamos unos lind simos d as en este departamento La ubicaci n es muy buena el departamento estaba muy limpio y ten a todo lo necesario ,es
353,8238078,47584552,2015-09-20,44265182,Chiara, Helena una persona molto gentile ed educata E sempre pronta ad aiutarti e a rendere la tua permanenza il pi confortevole possibile ,it
358,13225005,97473087,2016-08-27,84459596,Chen,  newburry ,zh-cn
384,9971054,71447484,2016-04-25,57421073,Sébastien, Tr s bon accueil logement bien situ maison propre quartier sympa Je recommande,fr
390,7745117,80856244,2016-06-20,20503626,Annika, Wir haben uns sehr wohl gef hlt in Carolines Unterkunft Hervorragend ausgestattete K che und man kann ganz wunderbar in der Sonne auf der Veranda fr hst cken Die Wohnung ist ruhig und ganz gem tlich eingerichtet In ein paar Minuten ist man am Strand Rundum ein gelungener Aufenthalt Vielen Dank liebe Caroline ,de
407,11008495,76098517,2016-05-24,20391707,Susamn,  motel ,zh-cn
441,3992208,22646624,2014-11-11,8566439,Christina," Sehr studentisch praktisch neben der Turnpike und den Bahngleisen ,  , Basisausstattung ist vorhanden etwa eine Minikueche mit Allem eine Dusche Klo ein praktischer Tisch an dem man essen arbeiten kann 2 Matratzen Achtung wenn man beide nutzen will sollte man einen Schlafsack oae mitbringen wir hatten nur eine Decke ,  ,  ,  , A very studenty place conveniently located you ll be just next to the turnpike and the train ,  , The basic things are there a tiny but fully equipped kitchen a shower a very nice table chairs for working eating 2 mattresses attention just one blanket though so if you want to use both beds pack a sleeping back or so to be safe ",de
442,3992208,22945458,2014-11-18,20896742,Santiago," Honestamente tengo que comentar que lo mejor de la casa la ubicaci n y el wifi fant stico lo que no es comprensible es el sistema complicado de entrada al apartamento siguiendo unas indicaciones que ya le gustar a a hitchcock haber incorporado a alguna de sus pel culas mandando las instrucciones por correo electr nico en el ltimo momento etc Conseguimos la llave gracias a un amigo local que nos ayudo a descifrar las instrucciones sino probablemente hubi semos tenido que buscar un hotel , Dentro del apartamento nos encontramos con un refrigerador apagado y al abrirlo ten a comida en descomposici n se qued cerrado toda la estancia por consiguiente nos oblig a efectuar mas gastos imprevistos desayunos y cenas la cama supletoria era un colch n en el suelo y adem s el polvo creo que no se hab a limpiado en tiempo , La verdad es con toda seguridad no lo volv re a contratar y por supuesto dudo que se lo recomiende a nadie , Saludos",es
454,3992208,24601466,2014-12-31,23837515,D'Eau, Sean tant absent lors de notre arriv e nous avons d chercher les clefs cach es dans un cadenas 200 m tres environ du logement Mais sans instructions cette recherche s est transform e en v ritable chasse au tr sor Une fois les clefs trouv es nous avons d couvert un appartement minuscule avec le stricte minimum pour 2 personnes Comme nous tions 4 il nous manquait des coussins et une couette Cependant le logement est tr s bien plac dans un quartier dynamique et proche du m tro recommander pour un court s jour 2 ,fr
475,3992208,29598651,2015-04-10,10690911,Ignacio," Sean fue un anfitrion muy educado pasamos unas confusiones con la llave de la casa pero todo muy correcto nada fuera de lo normal la casa era como se describia en el auncio limpia muy climatizada hacia mucho calor dentro de la habitacion pero fue confortable porque afuera hacia mucho frio , El departamento lleno de estudiantes y el barrio con varios bares para recorrer Lo unico es que habia un pasaje hacia trasero hacia donde daba el departamento que no nos gustaba mucho algo feo y el depto al estar en un primer piso nos dio un poco de miedo los ruidos ya que teniamos que dormir con la ventana abierta por el calor que hacia dentro de la habitacion ,  , el internet muy bien y muy practico para conseguir y dejar la llave ,  , gracias sean por recibirnos volveriamos a alquilar este si volvemos algun dia a boston",es
478,3992208,31050643,2015-05-01,20577164,Pilar," Un apartamento sencillo pero ideal para un viaje de turismo muy comodo para dormir y muy bien ubicado Si se desea cocinar en el apartamento la cocina es muy peque a pero la habitacion y el ba o son muy comodos , El sistema para obtener las llaves no es muy amigable en principio pero creeria que se soluciona con una instruccion mas directa y clara Pasamos muy rico y es un lugar que recomendaria y volveria Excelente relacion costo beneficio",es
487,3992208,32506491,2015-05-19,15134880,Dirk, Appartment in guter Lage sauber aber schon sehr abgewohnt und einfach ausgestattet Das Bett war f r zwei Personen sehr eng Die Schl ssel bergabe erfolgte etwas kompliziert ber eine Schl sselbox ca 100 m vom Appartment entfernt F r eine Nacht war das Appartement aber insgesamt ok ,de
502,3992208,36853306,2015-07-02,24767999,Anne, Lille lejlighed t t p byen Vi boede tre mennesker i lejligheden hvilket var fint i to n tter og vi var n sten ikke i lejligheden K kken og bad kunne godt tr nge til at blive gjort rent Sean var meget venlig og hj lpsom Svarede hurtigt tilbage p beskeder og gav god forklaring til at finde lejligheden Nemt at komme til fra lufthavnen ,da
510,3992208,39367687,2015-07-23,18836618,Judith, Das Apartment entspricht genau der Beschreibung und den Bildern Es ist g nstig gelegen die Metro ist zirka 7 Minuten entfernt Busse sogar Hop on hop off Bus halten an der n chsten Ecke In der N he gibt es Einkaufsm glichkeiten und Fastfood Restaurants Die Gegend ist sauber und angenehm Die Schl ssel bergabe verl uft ganz unkompliziert ber eine Schl sselbox in der N he Das Apartment ist mit dem n tigsten ausgestattet und halbwegs sauber Das Bett ist nicht sehr gro die Matratze sehr weich Sean schickte im Vorhinein eine E Mail mit allen notwendigen Informationen und war w hrend des Aufenthalts immer erreichbar F r zwei N chte war das Apartment eine angenehme Alternative zu den berteuerten Hotels in Boston ,de
515,3992208,41059602,2015-08-04,27511159,Rosa, Descripci n y situaci n bien explicada ,es
536,3992208,54095373,2015-11-16,21157917,Matthieu," Logement conforme la description et aux photos Bon rapport qualit prix bien plac proche du m tro Sommeil l ger s abstenir , Parfait pour dormir quelques jours Boston ",fr
542,3992208,57309006,2015-12-24,42858785,Lucas Eduardo, Tuvimos un problema con el ingreso a la casa que se nos retraso bastante Entr bamos a las 12 y al final terminamos entrando a las 3 30 y perdiendo un d a completo de recorrido ya que a las 4 ya se hace de noche cuando pedimos alguna soluci n con el tema de las maletas no pudo ayudarnos La casa es muy linda y la ubicaci n perfecta Boston es una hermosa ciudad ,es
552,3992208,62060890,2016-02-11,48156701,Yu Hsuan,  ,ko
572,3992208,70067161,2016-04-15,46465779,Josefina, Todo muy bien Sean fue muy amable con nosotros El departamento est muy bien ubicado y para una estad a corta en Boston es perfecto ,es
577,3992208,74153613,2016-05-13,55171408,Nicolas Alejandro," El barrio es tranquilo A 2 cuadras del subte La cama comoda El departamento es sencillo pero las fotos ,  no son actuales Esta mas deteriorado de lo que se muestra No estaba limpio Especialmente cocina y ba o Habia basura en bajomesada la heladera con muchos alimentos en uso El lugar donde colgar la ropa en perchas tenia alfombras cortinas y otros elementos en desuso muy descuidado Ningun perchero en el ba o no habia donde colgar las toallas No hay cafetera ni ningun elemento para colar cafe o te ",es
578,3992208,74288668,2016-05-14,55171408,Nicolas Alejandro," El barrio es bueno El edificio se encuentra a dos cuadras del subte La cama es confortable Las fotos muestran que es un departamento simple pero el estado de mantenimiento no coincide con las fotos Se encuentra mas deteriorado La limpieza no estuvo bien hecha especialmente la cocina y el ba o El lugar donde colgar ropa en perchas lleno de alfombras cortinas y otros elementos en desuso En el ba o no hay ni un solo perchero donde colgar las toallas No hay cafetera ni ningun elemento para hacer cafe La heladera no estaba limpia estaba llena de alimentos en uso La cerradura de entrada al edificio se trababa con frecuencia , Adriana y Nicolas",es
595,3992208,85943016,2016-07-14,57106197,Janneke," Voor 1 nacht was het ok Het voldeed aan de verwachtingen die niet heel hoog waren , Het was voor ons echt alleen een overnachtingsplek die goedkoper was dan alle hotels in de buurt , We vonden 1 nacht echter wel genoeg ",nl
602,3992208,92913574,2016-08-10,37521840,Fidji," L appartement est bien situ dans un quartier dynamique LA recherche des cl s est un peu une recherche au tr sor L appartement tait trop petit pour 4 un des deux matelas est en mousse et inconfortable au sommeil Salle de bain tr s sale et cuisine petite Appartement pour 2 personnes maximum L appartement se situe au dessus d un container poubelle qui attire odeur et petits insectes quelques uns retrouv s dans la chambre rampant le long des murs Prix un peu lev pour la qualit et la place , ",fr
603,3992208,94480953,2016-08-15,60768887,Lydie, L appartement semble pr vu pour accueillir des r fugi s matelas au sol quipements et d coration plus que sommaire La propret laisse d sirer la derni re fois que nous avons vu un cafard aussi gros c tait lors d un voyage en Inde en 1990 Il faut dire que les fen tres donnent sur deux normes containers ordures Outre la vue et les odeurs il faut subir le passage tous les deux jour du service des ordures t t le matin le niveau sonore de l op ration vous garantit un r veil matinal En r sum fuir ,fr
626,8378257,84516286,2016-07-07,3200555,Davide," Lorin e Melissa sono molto disponibili e socievoli possono dare un sacco di consigli riguardo a ristoranti bar ecc , La stazione dell URL HIDDEN minuti di distanza e ci impiega circa 15 minuti a raggiungere il centro , Il quartiere molto tranquillo ma a 10 minuti a piedi si trovano un sacco di ristoranti e bar , Per chi allergico agli animali o a cui non piacciono questo posto non fa per voi ci sono molti peli di gatto in giro per la casa ",it
663,213086,44888591,2015-08-30,27098541,Raquel, Nathan fue un excelente afitrion el cuarto era como lo mostraban las fotos l fue muy amable y siempre disponible para cualquier inquietud La casa es muy cerca a la estaci n del T en un barrio muy tranquilo y seguro es una muy buena opcion para estudiantes o turistas a solo 20 minutos en tren del Downtown Compart el apto con dos personas y no tuve problemas con el ba o Fue una muy buena experiencia ,es
692,11986653,82339300,2016-06-27,68019650,Lena, Wir hatten Sch ne tage direkt am strand Die Anbindung zur Innenstadt War super und James War ein guter Gastgeber F r wenige Tage ist das Zimmer ausreichend ,de
700,11986653,87870651,2016-07-22,65001947,Jérémy, Super accueil avec des fruits frais La chambre est fid le la description Le quartier est bien juste a c t de la plage et du m tro Nous n avons pas eu l occasion d changer beaucoup mais les occupants taient tr s sympa ,fr
701,11986653,88361249,2016-07-24,74116925,Didier, James is a great host El respondi los mensajes inmediatamente fue muy atento y cordial Fue muy flexible con la hora de entrada que tuvimos alg n retraso con respecto a la hora fijada James es una persona muy amistosa y cordial La ubicaci n a 150 metros de la l nea roja del metro mejor no se puede La pr xima vez en Boston espero hospedarme de nuevo en el apartamento de James ,es
702,11986653,89513625,2016-07-28,38060582,Florent, Appartement similaire la pr sentation tr s proche de la plage et du m tro James est arrangeant m me si nous n avons pas pu changer beaucoup ,fr
705,11986653,94138184,2016-08-14,88526741,Fon, very good,af
728,3988018,21440351,2014-10-17,22169568,Christian, Ich kann mich den vorherigen Bewertungen nur anschlie en Lisa war eine hervorragende Gastgeberin meine sp te Ankunft berhaupt kein Problem ich wurde willkommen gehei en und noch durch die Wohnung gef hrt auf dem Zimmer warteten dann warme Cookies und Snacks F r meinen Aufenthalt in Boston hatte sie viele hilfreiche Tipps f r mich und hat bei Bedarf auch mit Kartenmaterial ausgeholfen Als ich spontan Besuch durch einen Freund erhielt und Lisa davon erz hlt hatte stand abends ohne dass es explizit abgesprochen war ein Feldbett vor meinem Zimmer Ich habe mich w hrend meines Aufenthalts rundum versorgt gef hlt wenn etwas fehlte konnte ich Lisa immer schnell erreichen und Probleme beheben bevor sie wirklich aufkamen Das Zimmer entsprach der Beschreibung die gesamte Wohnung ist sehr gem tlich und kann von den G sten auf zwei Etagen mitgenutzt werden Ich kann einen Aufenthalt bei Lisa und Brian w rmstens empfehlen und w rde jederzeit wieder dort buchen wenn es mich erneut nach Boston verschl gt ,de
735,3988018,22934304,2014-11-17,23633504,Marie, Lisa est une h te bienveillante et tout est pr t pour que votre s jour se passe bien J ai eu des soucis de transports et Lisa m a gentiment attendue Bien qu en dehors du centre ville le logement est facilement accessible en transports en commun et il y a quelques commerces o faire quelques courses si n cessaire ,fr
744,3988018,28486636,2015-03-24,28711793,Berenice," Me sent como en casa La ubicaci n fue perfecta y las atenciones de lisa siempre fueron muy buenas Los pases de transporte muy convenientes El hecho de tener acceso libre a la cocina es un gran detalle pues ahorras en un par de comidas esta muy basta Lisa es amable y muy dispuesta a ayudar nos dio consejos de la ciudad y tips para llegar a los mejores sitios Adem s me ayudo a pedir mi taxi en el ltimo d a lo cual aprecie mucho , Gracias lisa por todo , ",es
758,3988018,31071168,2015-05-01,31535158,Ernesto," Nos sentimos muy bien Lisa fue muy amable , La habitaci n era espaciosa y confortable , Para el desayuno hab a todo tipo de alimentos , Hab a folletos e informaci n de la zona , Nos dio pases libres para movernos en el subte y el bus , Todo muy limpio ,  ,  , ",es
780,3988018,36907986,2015-07-02,22476731,Diane, Tr s bien accueillie Lisa fait tout son possible pour que le s jour soit agr able Autobus en face et passe de m tro un plus ,fr
789,3988018,39914471,2015-07-27,31015273,Joannie, Ma s ur et moi avons t bien accueillies par Lisa Elle nous a fait faire le tour de nos chambres et des endroits communs Tout a t fait en fonction pour que le s jour des voyageurs soit agr able Guide des r gles de la maison Lisa disponible en tout temps pour via message texte pour des questions ou des directions air climatis d jeuners fournies draps pour le lit et produits pour la salle de bain fournis etc Un gros plus la Charlie card pour le transport en commun qui est fournie avec la location de la chambre est vraiment pratique et tr s appr ci e ,fr
799,3988018,44338669,2015-08-25,39757984,Darío, La estad a fue excelente Todo tal cual se describe y muy c modo Lisa es una gran anfitriona y me parece excelente contar con la tarjeta de transporte dado que es una gran ayuda Fue muy amable desde que solicit informaci n para la reserva hasta el ltimo momento en que estuve en la casa Muchas gracias por todo Lisa 100 Recomendable ,es
810,3988018,47634570,2015-09-21,34133716,Julie, Lisa t tr s accueillante et nous a aid pour les directions dans Boston Chambre confortable Logement pas trop loin du m tro Stationnement facile trouver Premi re exp rience Airbnb agr able ,fr
842,3988018,60937993,2016-01-29,18593755,Florian, Super place Gens tr s sympathique accueillant et pr t tout pour vous satisfaire c tait vraiment top merci encore ,fr
851,3988018,64343477,2016-03-02,60795840,Jean-Philippe, Tr s Bonne accueil d jeuner simple mais bon Avec le parking les passes de bus et le d jeuner la chambre revient tr s peu cher ,fr
870,3988018,78055223,2016-06-05,62682633,Marie-Thérèse, Nous avons t fort bien accueillis par Lisa et son mari Nous disposions de beaucoup de place dans la maison en plus de la chambre et de plusieurs possibilit s de loisirs Le logement tait confortable Nous nous sentions comme chez nous Bon petit d jeuner Le fait d avoir des cartes de m tro est un plus consid rable Le quartier est agr able quoique un peu bruyant circulation N anmoins cela ne nous a pas emp ch de dormir et par ailleurs la proximit avec les transports en commun est un aspect int ressant aussi Nous avons eu des contacts vraiment sympathiques avec nos h tes de m me qu avec d autres r sidents Un endroit que nous recommandons ,fr
929,6316145,63545307,2016-02-24,52525417,Song,  host ,zh-cn
951,6316145,81687941,2016-06-24,46770588,Winnie,  MFA ,zh-cn
987,8354938,53431695,2015-11-08,26105979,Daniel, good hourseholder,nl
994,8354938,71626539,2016-04-26,63060203,李,  ,zh-cn
1002,8354938,91926232,2016-08-07,65437437,Béatrice, Une maison confortable et pratique ,fr
1033,6609546,51439288,2015-10-20,41768407,Ligia," A wonderful place to stay very close to the convention center and boston world trade center The room is confortable with a private bathroom just across the hall There are 2 single beds that can be put together to make a double bed The mattresses are confortable but a bit too soft for my friend s injured back , George is great host and I couldn t even notice his presence in the apartment He made sure we had everything to make us feel at home I definitely recomend staying there , Um lugar maravilhoso para ficar muito perto do centro de conven es e do boston world trade center O quarto confort vel com um banheiro privado logo do outro lado do corredor Tem 2 camas de solteiro que podem ser colocadas juntas para formar uma cama de casal Os colch es s o confort veis mas um pouco moles demais para as costas da minha amiga O George um timo anfitri o e eu nem podia notar sua presen a no apartamento Ele fez de tudo para nos sentirmos em casa Eu com certeza recomendo a hospedagem ",pt
1093,6314998,44365700,2015-08-25,23855500,Maria Carolina, Muy comodo limpio el cuarto y muy cerca de la estaci n del tren Orient Heights Si deber an poner como regla de la casa que en el ba o no se entren a secarse el cabello las damas pues al ser un ba o compartido las personas no pueden esperar a que los dem s terminen con su arreglo sabiendo que se puede hacer al interior de cada cuarto de resto super bien ,es
1103,6314998,49714053,2015-10-05,44953612,Clement, Une tr s bonne exp rience Boston La chambre tait tr s correcte et c tait un tr s bon rapport qualit prix L immeuble est proche de l a roport mais a ne cause pas de nuisances sonores De plus la plage est tr s proche Aussi les lits sont confortables ,fr
1111,6314998,69555813,2016-04-11,64083249,Jose Angel, Lo mejor habitaci n grande luminosa con nevera y espacio de sobra para dos o tres personas muy bien ubicado a pocos minutos del metro Precio adecuado Lo peor el termostato de la habitaci n estaba fijo a 17C y siempre hac a fr o estaba fijo no se pod a ajustar Un d a la habitaci n baj de temperatura a los 15C La due a llam a mantenimiento pero nadie vino a solucionar el problema La habitaci n no estaba limpia bajo las camas no se hab a barrido hace mucho tiempo Otro punto negativo es las toallas de ducha Solo ten amos una por persona para toda la estancia 6 d as ,es
1117,6314998,78720832,2016-06-08,44300807,Huiwen,  10 CVS Pizza CP ,ko
1124,6314998,89646229,2016-07-29,82700734,Sylvie, Chambre correcte et propre c t du m tro 10 mn du centre ville Sanitaires et cuisine partag s pas tr s propres ,fr
1125,6314998,90589362,2016-08-01,84075686,Merki, alles ok gute infos gastgeber nicht vor ort,nl
1150,9057435,92482919,2016-08-08,63760218,Pierre-Yves," Dans une belle maison Victorienne un appartement propre spacieux et confortable , , Des petits d jeuners excellents g n reux vari s avec des plats cuisin s , , Une quipe discr te disponible et d un contact agr able , , C t pratique 10 15 de marche puis 20 de m tro et vous tes en plein centre de Boston Nombreux commerces et restaurants proximit , , La prestation est digne d un tr s bon h tel ",fr
1164,6214710,68398817,2016-04-04,60232705,Susanna, De verhuurder was erg behulpzaam Ook al hebben we elkaar niet onmoet heeft ze vooraf en ook tijdens het verblijf snel op praktische vragen gereageerd De lokatie is fantastisch het appartement zelf gezellig en zeker als je alleen reist prima van grootte Een fijn bed en een fijne douche Het is er wel vrij donker de ramen komen uit op een binnenplaats maar als je er overdag toch niet veel bent is dat natuurlijk geen probleem ,nl
1192,7731797,76866024,2016-05-29,6222178,Frances, You need,af
1195,7731797,78613084,2016-06-07,55593912,Bárbara, Excelente anfitri n muy atento al llegar todo estaba preparado para recibirnos Lo mejor la ubicaci n una zona hermosa rodeada de los mejores restaurantes y negocios El departamento muy c modo y muy bien equipado en especial la cocina tiene de todo y m s Lo nico para mejorar es que la cama es un poco inc moda ,es
1218,1321422,7180655,2013-09-09,8538706,Louise," Bonjour , Nous avons bien aim notre s jour dans la maison centenaire des Carney Tout tait correspondant l annonce sur Airbnb et le MasterBedroom tr s impressionnant propret impeccable et les airs communes bien respect es Nous y retournerions sans probl me ",fr
1277,1321422,31766792,2015-05-10,5896764,Alisa,  ,ru
1288,1321422,35561175,2015-06-20,29673550,Yuxuan,  ,zh-cn
1297,1321422,39608361,2015-07-25,31359768,Christiane," Die Unterbringung war sehr gut ebenso die Nachbarschaft Die Informationen die ich vorher von meinem Gastgeber hatte haben alle gestimmt , Es w re sch n gewesen wenn meine Gastgeber mich etwas eingef hrt h tten mich rumgef hrt h tten Ich hatte von 6 Tagen nur an einem Tag warmes Wasser in der Dusche , Sonst war alls o k und ich habe mich sehr wohl gef hlt , Christiane Bakhit",de
1316,1321422,48688500,2015-09-28,36883246,Rosi, Barney war der perfekte Gastgeber Seine Muffins am Morgen und Mary s Granola haben uns gefreut Sehr praktisch war der PC mit Drucker und Internetanschluss der den G sten zur Verf gung stand ,de
1317,1321422,49444501,2015-10-04,12825277,Yannan,  10 ,zh-cn
1326,1321422,52256788,2015-10-27,37550048,Iracema," Infelizmente fIquei apenas uma noite na casa Digo infelizmente pois gostei muito da casa e da localiza o mas n o pude ter o prazer de conhecer meus anfitri es pessoalmente , Mary e Barney foram bastante atenciosos antes mesmo de eu chegar casa pois preocuparam se em fornecer orienta es detalhadas para que eu n o tivesse nenhum problema para encontrar a casa , De manh pude provar o muffin feito por Barney e realmente estava muito gostoso , Caso eu v a Boston outra vez gostaria de ficar l novamente , , Mary and Barney Sorry for post in Portuguese but I don t have enough confidence to express myself in English , I loved your house and it was really a shame we didn t have met in person , Thank you very much , ",pt
1333,1321422,55919514,2015-12-07,47564059,昱宏,"  ,  ,  ",ko
1348,1321422,60896767,2016-01-29,12096536,Marie, Favorite spot,sk
1352,1321422,62110197,2016-02-11,12096536,Marie, Always my go to ,so
1392,1321422,87523534,2016-07-20,66888617,滨泉,  ,zh-cn
1398,1321422,97556607,2016-08-27,53259163,Anne, Der Aufenthalt in Barney s Master Bedroom war ohne Einschr nkungen wunderbar das Zimmer die Umgebung die Erreichbarkeit der Innenstadt von Boston Besonders angenehm wurde es durch unsere Gastgeber die uns offen empfangen haben Wir k nnen diese Unterkunft nur w rmstens empfehlen Und auch wenn es schon oft gesagt wurde die Muffins waren exzellent ,de
1430,5364137,29005642,2015-04-02,29149294,Julia,  ,ru
1537,3945704,44390859,2015-08-25,42159574,Irene, Casa molto carina e pulita Si vede che e ben curata da una persona che ci tiene a star bene ed a far star bene gli altri a circa 100mt dalla stazione della metro Il proprietario e molto gentile e presente per qualsiasi informazione o suggerimento su cosa fare o vedere nella sua meravigliosa citta Consiglio decisamente questa stanza Stanza privata con bagno in comune non appartamento ,it
1543,3945704,51564585,2015-10-21,44270383,Anne," Jason est tr s accueillant et fait tout pour que vous vous sentiez l aise Il est tr s conciliant aussi bien sur votre heure d arriv e que de d part , Il est toujours disponible si vous avez besoin de quelque chose ,  , La chambre est propre le lit super confortable et l endroit est tr s calme ,  Le logement se trouve seulement trois stations de m tro de downtown on y est donc tr s rapidement ,  , L endroit est donc parfait pour un s jour Boston ",fr
