,listing_id,id,date,reviewer_id,reviewer_name,comments,review_lang,t_comments
589,2420536,33883108,2015-06-01,34373179,Wei, . Tom. house. ,zh-cn,. Tom. house.
641,72743,969338,2012-03-04,1762938,Daniel, Nice. quiet. place. ,fr,Nice. quiet. place.
662,72743,1760947,2012-07-21,2531226,Michel & Bea, La. maison. de. Jennifer. est. dans. un. quartier. paisible. 20mn. en. bus. du. centre. de. Seattle. La. chambre. tait. tr. s. propre. et. bien. quip. e. avec. frigidaire. tv. micro. onde. et. placard. Le. lit. tait. confortable. Pour. notre. arriv. e. Jennifer. nous. avait. laiss. e. des. g. teaux. et. yaourts. dans. la. chambre. Nous. avions. pour. le. petit. d. jeuner. du. caf. du. th. et. c. r. ales. volont. Nous. disposions. de. la. cuisine. notre. convenance. Nous. avons. trouv. Jennifer. tr. s. agr. able. tr. s. souriante. et. de. tr. s. bon. accueil. malheureusement. nous. n. avons. pas. eu. l. occasion. de. discuter. souvent. avec. elle. car. nous. n. avions. pas. les. m. mes. horaires. ,fr,The House.of.Jennifer.is.in.a.district.peaceful.20 minutes.in.bus.of.center.of.Seattle.Bedroom.tait.tr.s.own.and.good.who P.e.with.fridge.TV.microphone.wave.and.cupboard.The.bed.tait.comfortable.For.our.arrivals.e.Jennifer.we.had.left.e.from.g..and.Yogurts.in.the.bedroom.We.planes.for.the.small.d.fast.of.Caf.of.th.and.vs.r.Ales.will do.We.Available.of.the.food.our.convenience.We.have.find.Jennifer.tr.s.AGR.Able.tr.s.Smiling.and.of.tr.s.Well.Home.Unfortunately.we.not.have.not.EU.the.opportunity.of.to discuss.often.with.she.because.we.not.planes.not.the.m.my.schedule.
794,6939472,46174890,2015-09-08,41013596,Hyojung, . ,ko,.
804,6939472,50848173,2015-10-15,41138802,Zhijie, . sleepness. in. seattle. Julian. Jasmine. julian. jasmine. Seattle. Julian. all. my. best. wishes. ,et,. sleepless. in. seattle. Julian. Jasmine. julian. jasmine. Seattle. Julian. all. my. best. wishes.
823,6567683,43430433,2015-08-19,32701524,Jesus," Excelente. ubicaci. n. en. la. ciudad. el. lugar. muy. limpio. todo. en. su. lugar. y. con. instrucciones. para. todo. , Shauna. y. Ben. mantienen. el. lugar. muy. bien. y. con. excelentes. lugares. cerca. para. ir. a. comer. y. dem. s. , Desde. su. balc. n. se. puede. ver. el. skyline. de. la. ciudad. y. el. resplandor. de. la. misma. , Mis. amigos. quedaron. muy. agusto. con. el. lugar. ellos. han. transcribi. esto. porque. yo. soy. quien. los. recomend. a. usar. AirBnB. ya. que. no. tienen. a. n. su. cuenta. , Quiero. agradecer. a. Shauna. y. Ben. sus. atenciones. para. con. Claudia. y. Marlos. y. sus. suegros. en. este. viaje. a. Seattle. despu. s. de. un. crucero. a. Alaska. ",es,"Excellent.locationn.on.the.town.the.place.very.cleansed.everything.on.its.place.and.with.instructions.for.everything., Shauna.and.Ben.They keep.the.place.very.well.and.with.Excellentplaces.close.for.to go.to.eat.and.Dems., From.its.Balc.n.I know.may.watch.the.Skylinefrom.the.town.and.the.radiance.from.the.same., MIS.friends.They were left.very.satisfaced.with.the.place.them.they have.Transcribethis.because.me.I am.who.the.Revto.use.Airbnb.already.that.no.have.to.n.its.bill., Want.to thank.to.Shaunaand.Ben.their.Attentionsfor.with.Claudia.and.Marlosand.their.inlaws.on.this.trip.to.Seattle.afters.from.a.cruise.to.Alaska."
1149,2277640,18189827,2014-08-23,19011584,Shuang, Excellent. ,ca,Excellent.
1223,6795678,43012065,2015-08-16,41098436,Emi," . , . , . , . ",ja,". , . , . , ."
1306,3426639,38264964,2015-07-14,26022976,Hernan," Michael. Leah. y. Austin. siempre. estuvieron. disponibles. y. fueron. muy. amables. durante. nuestra. visita. La. ubicaci. n. de. la. casa. es. excelente. pues. est. cerca. a. muchos. restaurantes. un. supermercado. y. una. estaci. n. de. bus. pero. a. la. vez. est. ubicada. en. una. calle. tranquila. y. silenciosa. A. pesar. del. fuerte. calor. que. hac. a. en. Seattle. durante. los. d. as. de. nuestra. estad. a. nuestra. habitaci. n. ten. a. aire. acondicionado. lo. que. solucionaba. el. problema. , . , El. lugar. siempre. est. limpio. y. cuenta. con. una. cocina. con. todo. lo. necesario. para. guardar. o. preparar. nuestra. comida. , . , Recomiendo. el. lugar. y. agradezco. a. los. anfitriones. por. ayudarnos. a. tener. unos. d. as. incre. bles. en. Seattle. , ",es,"Michael.Leahand.Austin.forever.They were.Available.and.They were.very.kindduring.our.visit.The.locationn.from.the.home.it is.Excellent.then.its T.close.to.Many.restaurants.a.Supermarket.and.a.Stationn.from.busbut.to.the.time.its T.Located.on.a.Street.quiet.and.Silent.Despite.of the.strong.hot.that.HAC.to.on.Seattle.during.the.d.ace.from.our.be.to.our.habitationn.have.to.air.conditioned.it.that.He solved.the.trouble.., The place.forever.its T.cleansed.and.bill.with.a.kitchen room.with.everything.it.necessary.for.save.or.set up.our.meal.., I recommend.the.place.and.I appreciate.to.the.hostsby.help usto.to have.some.d.ace.increaseBles.on.Seattle.,"
1375,3811955,45285303,2015-09-01,39742783,Adam, great,ro,great
1538,7249508,42444054,2015-08-13,34708261,James," Excellent. nice. place, No. hassles",fr,"Excellent. nice. place, No. hassles"
1786,208356,9460490,2013-12-30,8861013,Janine," Die. Unterkunft. ist. so. wie. beschrieben. und. die. Hosts. sind. sehr. freundlich. und. hilfsbereit. Ich. pers. nlich. fand. es. ein. wenig. k. hl. v. a. im. Badezimmer. hatten. au. en. um. die. 7. C. da. es. nur. kleine. Heizungen. gibt. die. ber. Strom. betrieben. werden. und. die. Decken. sehr. hoch. sind. , Die. Lage. ist. so. dass. man. die. Sehensw. rdigkeiten. zu. Fu. oder. ber. die. nahe. Ubahnstation. leicht. erreichen. kann. Wir. fanden. die. Stadt. allerdings. nicht. soo. berzeugend. es. gibt. zwar. viele. Kunstwerk. etc. aber. sehr. viele. Verwahrloste. Menschen. und. ein. Geruch. von. F. kalien. etc. in. den. Stra. en. ",de,"The.Accommodation.is.so.how.described.and.the.Hosts.are.very.friendly.and.helpful.I.Person.found.it.a.little.k.HL.v.a.in the.Bathroom.had.Au.EN.around.the.7. C. DA.it.only.small.Heating.gives.the.ber. Electricity.Operated.will.and.the.Cover.very.high.are., The.Location.is.so.that he.the.Sehssw.Skills.to.NS.or.Ber. The.vicinity.Metro station.easy.reach.can.We.found.the.City.Indeed.not.Soo.convincing.it.gives.though.many.Artwork.etc. though.very.many.Neglected.People.and.a.Odor.from.F. calien.etc. in. the.Street.EN."
1841,208356,15511738,2014-07-10,16114731,Eunchong, . ,ko,.
1842,208356,15533616,2014-07-11,3782347,Gasser," Le. logement. est. comme. sur. les. photos. et. bien. plac. par. rapport. au. transport. en. commun. , Dans. le. livre. d. instruction. Dirk. and. Jaq. ont. laiss. des. bonnes. adresses. , Le. quartier. le. soir. est. pas. tr. s. recommandable. , ",fr,"The.lodging.is.like.on.the.Pictures.and.good.Placement.through.report.to.transport.in.common., In.the.delivered.d.instruction.Dirk.and.JAQ.have.left.from.Good.Addresses., The.district.the.evening.is.not.tr.s.recommendable.,"
1862,208356,18526167,2014-08-28,15166711,Riccardo," L. esperienza. presso. il. loft. di. Dirk. Jaq. stata. molto. piacevole. tutto. corrisponde. a. quanto. indicato. nell. annuncio. tutto. molto. funzionale. e. ordinato. Il. quartiere. molto. bello. e. abbastanza. tranquillo. diciamo. in. linea. con. il. resto. della. downtown. di. Seattle. , Ci. sono. vicinissimi. all. appartamento. due. ristoranti. giapponesi. ottimi. un. hotel. bar. storico. fermate. dei. bus. per. tutte. le. direzioni. e. fermata. del. tram. veloce. per. l. aeroporto. tutto. a. 5. minuti. a. piedi. , In. 15. minuti. a. piedi. si. arriva. a. Pike. Market. e. al. Safeco. Field. , Dirk. e. Jaq. sono. molto. disponibili. sia. di. persona. che. a. comunicare. tramite. il. servizio. di. messaggi. di. airbnb. ",it,"L. experience.At.the.Loft.from.Dirk.Jaq.was.very.pleasant.everything.Correspond.to.how much.Indicated.in the.announcement.everything.very.functional.And.ordered.The district.very.nice.And.enough.calm.let's say.in.line.with.the.rest.of the.Downtown.from.Seattle., There.I'm.Very close.all.apartment.two.Restaurants.Japanese.Excellent.a.Hotel.bar.Historic.Stop.of the.Bus.for.all.the.Directions.And.stop.of the.tram.rapid.for.L.airport.everything.to.5 minutes.to.feet., In. 15. Minutes.to.feet.Yes.he arrives.to.Pike.Market.And.to the.Safeco.Field., Dirk.And.Jaq.I'm.very.available.is.from.person.that.to.to communicate.through.the.service.from.messages.from.Airbnb."
1884,208356,22289340,2014-11-03,1599324,Tobias, Wir. haben. Dirk. and. Jaq. nicht. pers. nlich. getroffen. aber. das. war. kein. Problem. Der. Schl. ssel. war. hinterlegt. und. alles. lief. reibungslos. Die. Wohnung. ist. zentral. gelegen. sauber. und. v. llig. ausreichend. um. Seattle. zu. erkunden. Danke. f. r. den. Aufenthalt. ,de,We.to have.Dirk.And. Jaq.not.Person.met.but.that was.no.Problem.Of the.Schl.SSEL.was.deposited.and.All.ran.Smooth.The.Apartment.is.central.located.clean.and.v.Lig.sufficient.around.Seattle.to.explore.Thanks.f. r.the.Stay.
1888,208356,23291265,2014-11-28,20972683,Jiyeon, . ,ko,.
1918,208356,26181999,2015-02-06,23050856,Lu, nice. place,ro,nice. place
1943,208356,31783737,2015-05-10,20794918,Michael, Det. gik. meget. fint. med. at. f. adgang. til. n. gler. v. relset. var. fint. og. rent. Indkvarteringen. levede. fint. op. til. beskrivelsen. og. alt. i. alt. meget. fredelig. og. rolig. Jeg. f. lte. mig. supergodt. tilpas. Toilet. og. bad. var. nydeligt. indrettet. og. p. nt. og. rent. ,da,That.Went.very.fine.with.to.f. Access.to.n. Glow.v .any.was.fine.and.clean.The accommodation.lived.fine.up.to.the description.and.everything.Total.very.peaceful.and.calm.I.f. LTE.me.Supergodt.Customize.Toilet.and.bath.was.Lovely.furnished.and.p. nt.and.clean.
1948,208356,32679939,2015-05-20,26506526,Gunmin, . ,ko,.
1967,208356,35785204,2015-06-22,29789922,Giorgio," Tutto. perfetto. comunicazione. gestita. perfettamente. ed. egregia. distribuzione. delle. chiavi. Ottima. posizione. rispetto. al. centro. citt. , e. rispetto. alla. logistica. dei. trasporti. pubblici. , La. casa. riflette. quanto. presentato. nell. annuncio. siamo. stati. soddisfatti. Seattle. e. molto. bella. , ",it,"All.perfect.communication.managed.perfectly.and.Dear.distribution.from the.key.Great.position.respect.to the.center.City, And.respect.at the.logistics.of the.Transportation.public., The House.Reflects.how much.presented.in the.announcement.are.States.satisfied.Seattle.And.very.Pretty.,"
1986,208356,41574382,2015-08-08,27796945,Carmen, Der. Aufenthalt. bei. Dirk. und. Jaq. war. wunderbar. es. ist. alles. perfekt. organisiert. sauber. gem. tlich. und. freundlich. Die. Location. ist. perfekt. im. Zentrum. gelegen. und. schnell. vom. Bahnhof. erreichbar. Ideal. f. r. einen. St. dtetripp. in. Seattle. Vielen. Dank. f. r. die. Gastfreundschaft. ,de,Of the.Stay.at.Dirk.and.JAQ.was.Marvelous.it.is.All.Perfect.organized.clean.Gem. Of.and.friendly.The.Location.is.Perfect.in the.Center.located.and.fast.from the.Train station.accessible.Ideal.f. r.a.St. Dtestrip.In. Seattle.Many.Thanks to.f. r.the.Hospitality.
2026,208356,53177567,2015-11-06,21791805,Christophe, C. est. la. seconde. fois. que. je. loue. un. appartement. l. Il. n. y. a. aucune. mauvaise. surprise. J. appr. cie. la. propret. du. logement. Je. le. loue. lorsque. je. vais. Seattle. car. il. est. proche. du. Link. et. Train. vers. l. a. roport. ,fr,It is.the.second.times.than.I.rented.a.apartment.the.He.not.y.To.none.nad.surprise.J. APPROVED..the.properet.of.lodging.I.the.rented.when.I.am going to.Seattle.because.he.is.close.of.Link.and.Train.toward.the.To.ROPORT.
2043,208356,57295422,2015-12-24,14657228,Asaka, . ,ja,.
2046,4569115,24318378,2014-12-25,24244325,Anthony, Nice. place. ,ro,Nice. place.
2077,4569115,43397569,2015-08-19,38856811,Chris," Nous. avons. pass. s. un. tr. s. bon. moment. Seattle. Le. logement. tait. tel. que. sur. les. photos. Chaleureux. lumineux. et. tr. s. bien. localis. Le. propri. taire. si. besoin. respond. nos. question. par. email. ou. t. l. phone. et. sait. se. montrer. l. coute. des. locataires. , Je. conseil. grandement. cet. appartement. pour. quelques. jours. sur. Seattle. Merci",fr,"We.have.Pass.s.a.tr.s.Well.moment.Seattle.The.lodging.tait.Phone.than.on.the.Pictures.Warm.luminous.and.tr.s.good.LOCALIS.The.Property.to hush up.if.need.respond.NOS.question.through.E-mail.Where.t.the.phone.and.knows.SE.to show.the.cost.from.Tenants., I.advice.greatly.this.apartment.for.a few.days.on.Seattle.Thank you"
2109,6073437,47386380,2015-09-18,41975467,Soyeon," . , . 5. ",ko,". , . 5."
2227,5304739,28179441,2015-03-19,13256067,Nuria, Joe. s. Apartment. ist. sehr. wohnlich. und. sauber. Zudem. hatte. ich. noch. nie. so. viel. Platz. und. Privatsph. re. Joe. und. seine. Familie. ist. wirklich. sehr. nett. und. hilfsbereit. ich. w. rde. die. Wohnung. jeder. Zeit. wieder. buchen. ,de,Joe.s. Apartment.is.very.Rental.and.clean.In addition.would have.I.still.never.so.much.Place.and.Privatsh.re.Joe.and.his.Family.is.really.very.kind.and.helpful.I.w. Rde.the.Apartment.everyone.Time.again.Reserve.
2244,5304739,36663161,2015-06-30,30661493,Aina, Tanto. la. casa. como. el. barrio. son. espectaculares. Los. propietarios. cuidan. todos. los. detalles. y. nos. hemos. sentido. como. en. nuestra. propia. casa. Muy. c. moda. ,es,So much.the.home.What.the.neighborhood.are.SpectacularThe.OwnersTake careeverybody.the.details.and.us.we have.sense.What.on.our.own.home.Very.c.fashion.
2304,5304739,57849998,2015-12-29,51414591,경숙, . Joe. ,ko,. Joe.
2500,284087,17750668,2014-08-17,16092421,Karine, H. te. tr. s. disponible. Cependant. pas. de. laveuse. ni. s. cheuse. disponibles. dans. l. appartement. tel. que. pr. vu. Appartement. bien. situ. mais. tr. s. bruyant. d. autant. plus. qu. il. n. y. a. pas. d. air. climatis. et. qu. il. faut. donc. garder. les. fen. tres. ouvertes. Finalement. il. n. y. a. pas. de. moustiquaires. aux. fen. tres. de. cet. appartement. au. 11e. tage. ce. qui. rend. cet. appartement. non. s. curitaire. pour. les. familles. avec. enfants. ,fr,H. TE.tr.s.available.However.not.of.Washer.or.s..Available.in.the.apartment.Phone.than.pr.seen.Apartment.good.if you.corn.tr.s.noisy.d.so much.more.that.he.not.y.To.not.d.air.Air conditioning.and.that.he.should.so.keep.the.Fen.very.open.Ultimately.he.not.y.To.not.of.Mosquito nets.of.Fen.very.of.this.apartment.to.11th.TAGE.this.who.makes.this.apartment.no.s.Curricular.for.the.Families.with.Children.
2518,284087,43447513,2015-08-19,41298691,Yingchao, Very. good,af,Very. good
2542,6780615,40604640,2015-08-01,35820702,Matilde," El. departamento. aunque. peque. o. tiene. una. excelente. distribuci. n. de. espacio. cocina. grande. y. abierta. para. departir. el. sof. de. la. sala. amplio. y. c. modo. quiz. yo. incluir. a. un. sill. n. individual. ba. o. de. buen. tama. o. y. el. cuarto. aunque. peque. o. tiene. suficiente. espacio. para. guardar. las. maletas. y. la. ropa. de. forma. que. se. vea. ordenado. Adem. s. por. la. simpleza. de. los. objetos. y. muebles. del. departamento. se. trata. de. un. espacio. f. cil. de. mantener. limpio. y. en. orden. m. s. cuando. Andrea. tiene. todos. los. utilensilios. necesarios. para. facilitar. esa. tarea. , Algo. que. llam. nuestra. atenci. n. es. que. todo. desde. las. toallas. hasta. las. ollas. para. cocinar. parec. a. nuevo. nada. est. descompuesto. o. a. medio. funcionar. y. siempre. que. algo. se. nos. ofreci. lo. encontramos. , La. ubicaci. n. del. departamento. result. tambi. n. muy. conveniente. sin. estar. en. el. barullo. del. centro. est. a. 15. minutos. en. autobus. el. cual. se. toma. a. 30. mts. del. departamento. La. zona. adem. s. es. muy. agradable. para. caminar. y. conocer. Nosotros. disfrutamos. especialmente. el. Discovery. Park. , En. cuanto. a. la. asistencia. Andrea. sin. ser. persistente. estuvo. al. pendiente. de. que. estuvi. ramos. bien. Unos. d. as. antes. de. nuestra. llegada. me. envi. una. serie. de. recomendaciones. sobre. el. departamento. la. zona. y. la. ciudad. de. Seattle. que. nos. fueron. muy. tiles. para. ubicarnos. y. acomodarnos. r. pidamente. Su. disposici. n. y. rapidez. para. dar. respuesta. a. dudas. permite. que. uno. se. sienta. bien. recibido. Para. nosotros. fue. nuestra. primera. experiencia. a. trav. s. de. Airbnb. y. tanto. por. su. servicio. como. por. las. condiciones. del. departamento. no. dudar. amos. en. repetirla. El. trato. fue. siempre. muy. agradable. Gracias",es,"The Department. although. small or. have. a. Excellent. Distribution n. from. space. kitchen room. big. and. Open for. Set out the. Sof. from. the. living room. large. and. c. mode. Quiz me. include. to. a. Sill n. individual. BA. or. from. good. Tama or. and. the. room. although. small or. have. enough. space. for. save. the. suitcases. and. the. clothing. from. shape. that. I know. See. tidy. In addition s. by. the. simplicity. from. the. objects. and. furniture. of the. Department. I know. about. from. a. space. F. cil. from. maintain. cleansed. and. on. order. m. s. when. Andrea have. everybody. the. Useless Necessary. for. to ease. this. task. , Something. that. Call our. ATTENTION n. it is. that. everything. from. the. towels. until. the. pans. for. Cook. Similar. to. new. any. its T. decomposed. or. to. half. function. and. forever. that. something. I know. us. Offered. it. we find. , The. location n. of the. Department. Result Tambi n. very. convenient. without. to be. on. the. hubbub. of the. center. its T. to. 15 minutes. on. bus. the. which. I know. taking. to. 30. Mts. of the. Department. The. zone. In addition s. it is. very. nice. for. walk. and. know. Us. We enjoy. especially. the. Discovery Park. , On. how much. to. the. attendance. Andrea without. be. persistent. he was. to the. pending. from. that. I was. Ramos well. Some. d. ace. before. from. our. arrival. I. Envi. a. Serie. from. recommendations. upon. the. Department. the. zone. and. the. town. from. Seattle. that. us. They were. very. Tiles for. Note and. accommodate us r. Quickly. Its. disposition n. and. speed. for. give. answer. to. Doubts. It allows. that. one. I know. Feel. well. received. For. us. it was. our. first. experience. to. jod s. from. Airbnb. and. so much. by. its. service. What. by. the. terms. of the. Department. no. doubt. masters on. Repeat it. The. it was. forever. very. nice. Thanks"
2543,6780615,41972222,2015-08-10,35791487,Bergit," Andrea. ist. eine. ausgezeichnete. Gastgeberin. Sie. hat. uns. mit. allen. wichtigen. Informationen. versorgt. Die. Kommunikation. w. hrend. unseres. Aufenthalt. hat. funktioniert. , Das. Appartement. ist. sehr. sch. n. gelegen. beraus. sauber. komplett. ausgestattet. und. bot. ausreichend. Platz. f. r. 4. Personen. 2. Erwachsene. 2. Kinder. Parkm. glichkeiten. vor. dem. Haus. waren. jederzeit. vorhanden. Wir. w. rden. es. jederzeit. wieder. w. hlen. ",de,"Andrea.is.one.Excellent.Hostess.She.Has.US.with.Allen.important.Information.provided.The.Communication.w. Hrend.Our.Stay.Has.functions., That.Apartment.is.very.NS.n. Located.Exercise.clean.completely.fitted.and.Bot.sufficient.Place.f. r.4 people.2 adults.2. Children.Park.Much.before.to the.House.was.at any time.available.We.w. Rden.it.at any time.again.w. Hen."
2616,23356,35656392,2015-06-21,31494939,Helena, Meille. oli. annettu. perustiedot. sis. np. semisest. mutta. sen. yksityiskohtaisempia. ohjeita. talon. sis. puolella. ei. ollut. Ainoa. info. koski. j. tteiden. lajittelua. Naapurusto. oli. aika. karu. ja. hoitamaton. Talo. oli. osittain. viimeistelem. t. n. mutta. toimiva. L. hikadun. liikenne. ei. h. irinnyt. merkitt. v. sti. Majoittujam. r. n. 6. n. hden. huoneita. ja. kylpytiloja. oli. riitt. v. sti. Liikkuminen. edellytt. p. s. nt. isesti. omaa. autoa. Saimme. puutteellista. tietoa. julkisesta. liikenteest. l. heisest. kaupasta. mutta. oma. aloitteisuutemme. pelasti. meid. t. ,fi,Us.was.given.basic.including np.SEMISEST.but.its.More detailed.instructions.the house.Including side.No.been up to.Only.info.rapids.j.Tites.sorting out of sorting.Neighborhood.was.time.rugged.and.unkempt.House.was.partly.finishing.t. but.active.L. High.transport.No.h. Irred.marked.v. Sti.Stayer.r.approximately 6.'s hden.Rooms.and.Bathrooms.was.riitti.v. Sti.Movement.You are required.p. p. nt.tally.one's own.car.We got.inadequate.knowledge.from public.the passage of business.l. Heisest.from the shop.but.own.our initiative.saved.Meid.T.
2631,4374326,24452631,2014-12-28,25116458,Andrew, Same. ,pt,Same.
