,listing_id,id,date,reviewer_id,reviewer_name,comments,review_lang,t_comments
10,4105704,59276618,2016-01-09,43958572,Felix," Schon. die. herzliche. Begr. ung. durch. Helen. gab. uns. von. Beginn. das. Gef. hl. willkommen. zu. sein. Bei. Fragen. oder. Anliegen. jeglicher. Art. war. Helen. immer. erreichbar. und. konnte. uns. stets. weiterhelfen. , Das. Apartment. ist. sehr. sch. n. eingerichtet. sauber. und. verf. gt. ber. eine. sehr. gut. ausgestattete. K. che. Die. Beschreibung. der. Wohnung. im. Inserat. ist. absolut. zutreffend. , Jamaica. Plain. ist. ein. ruhiges. Wohngebiet. mit. guter. Anbindung. an. die. U. Bahn. Station. Forrest. Hills. welche. in. 5. Gehminuten. erreicht. werden. kann. Fahrtzeit. nach. Downtown. 17. Minuten. , Wir. haben. die. Zeit. bei. Helen. und. Stuart. sehr. genossen. und. w. rden. jederzeit. wieder. kommen. ",de,"Nice.the.Cordial.Cook.Angle.Helen.gave.US.from.Beginning.that. Gef. Hl.welcome.to.being.At.Questions.or.Issue.any.Art. Was.Helen.always.available.and.could.US.always.help., The.Apartment.is.very.Sch.n. set up.clean.and.Author.Gt. Ber. One.very.Well.equipped.K. Che.The.Description.the.Apartment.in the.Advertisement.is.absolutely.applicable., Jamaica.Plain.is.one.Quiet.Residential area.With.goods.Connection.on.the.Subway.Station.Forrest.Hills.Which.in. 5. Winning.achieved.will.can.Driving time.after.Downtown.17 minutes., We.to have.the.Time.at.Helen.and.Stuart.very.enjoyed.and.w. Rden.at any time.again.come."
11,4105704,65486910,2016-03-15,41723542,Cornelia Annette," Wir. wurden. von. Helen. herzlich. begr. t. Der. Zeitpunkt. des. Ein. und. Auscheckens. wurde. sehr. flexibel. gehandhabt. Das. Apartment. ist. sehr. sch. n. eingerichtet. sauber. und. verf. gt. ber. eine. gut. ausgestattete. K. che. Das. Fr. hst. ck. dass. Helen. uns. zubereitet. hat. war. sehr. lecker. besonders. ihr. selbstgemachtes. M. sli. Die. U. Bahnstation. ist. in. ca. 5. Minuten. zu. Fu. zu. erreichen. , Wir. freuen. uns. unseren. Boston. Urlaub. in. so. freundlicher. Atmosph. re. verlebt. zu. haben. , Vielen. Dank. ",de,"We.became.from.Helen.heartfelt.Greeting. T.The.Time.of the. On.and.Check out.would.very.flexible.Handled.The.Apartment.is.very.Sch.n. set up.clean.and.Author.Gt. Ber. One.Well.equipped.K. Che.The.Fr. Hst.CK.That. Helen.US.Prepared.has.was.very.yummy.especially.her.Homemade.M. SLI.The.Metro station.is.in. about 5 minutes.to.FU.to.reach., We.be happy.US.Our.Boston.Holidays.in. So.Friendly.Atmosphere.re.Lifting.to.to have., Many.Thanks to."
12,14075290,88710527,2016-07-25,81874448,Maosen, good,so,good
13,5734770,34067322,2015-06-04,31468649,Stefanie, La. localizaci. n. era. perfecta. para. nuestros. dos. d. as. en. Boston. Ashley. contesto. siempre. y. r. pido. a. los. mensajes. y. Dennis. nos. recibi. bien. aunque. llegamos. pronto. El. cuarto. era. como. escrito. acogedor. y. limpio. Por. el. poco. tiempo. que. est. bamos. en. el. departamento. Ashley. y. Dennis. nos. parecieron. una. pareja. bastante. interesante. para. conocer. ,es,The.locationn.it was.Perfectfor.our.two.d.ace.in.Boston.AshleyAnswer.forever.Y.r.I ask.to.the.posts.Y.Dennisus.I received.good.even if.we arrived.early.Fourth.it was.What.written.cozy.Y.cleansed.For.the.little bit.weather.that.its T.let's go.in.the.Department.AshleyY.Dennisus.They seemed.a.partner.Quite.interesting.for.know.
14,5734770,40899187,2015-08-03,29103495,Laurie, nous. avons. pass. un. tr. s. bon. s. jour. dans. ce. logement. Celui. ci. est. idealement. situ. tr. s. propre. et. tr. s. confortable. l. espace. ext. rieur. sur. le. toit. est. tr. s. agr. able. aussi. merci. a. ashley. et. son. compagnon. pour. leur. accueil. chaleureux. ,fr,we.have.Pass.a.tr.s.Well.s.day.in.this.lodging.That's why I wrote to you.this.is.ideally.if you.tr.s.own.and.tr.s.comfortable.L.space.ext.laughing.on.the.roof.is.tr.s.AGR.Able.Also.thank you.at.Ashley.and.his.companion.for.their.homepage.warm.
15,5734770,89456366,2016-07-28,62969558,Anna-Lena," Tolle. Airbnb. Erfahrung. Ashley. und. Dennis. waren. super. Gastgeber. Check. In. lief. reibungslos. und. wir. konnten. sogar. sp. ter. auschecken. , Die. Wohnung. lag. f. r. uns. perfekt. wir. konnten. alles. erlaufen. um. Boston. zuerkunden. , ",de,"Great.Airbnb.Experience.Ashley.and.Dennis.was.great.Host.Check.In.ran.Smooth.and.weather.could.even.Sp.Ter.Check out., The.Apartment.lay.f. r.US.Perfect.weather.could.everything.Exercised.around.Boston.to explore.,"
16,5734770,92751914,2016-08-09,36247727,Muriel, Nous. n. avons. vu. personne. ,fr,We.not.have.seen.anybody.
17,6089865,32561906,2015-05-19,5230605,Christine," Quel. appartement. parfait. , Jose. tait. un. tr. s. bon. h. te. facile. rejoindre. , L. appartement. facile. d. acc. s. et. le. syst. me. de. cl. s. est. simple. et. efficace. Il. est. spacieux. et. propre. avec. tout. ce. dont. on. a. besoin. l. int. rieur. , Il. est. dans. la. Petite. Italie. donc. pr. s. de. plusieurs. bons. restaurants. et. caf. s. et. on. peut. suivre. la. Freedom. Trail. d. s. qu. on. sort. l. ext. rieur. , . a. ne. peut. pas. tre. mieux. situ. On. a. mang. Italien. tout. le. weekend. , Vraiment. je. recommande. cet. endroit. nous. y. retournerons. assur. ment. , Merci. Jose. , ",fr,"What.apartment.perfect., Jose.tait.a.tr.s.Well.h.you.easy.to rejoin., L. apartment.easy.d.ACC.s.and.the.system.me.of.cl.s.is.simple.and.effective.He.is.spacious.and.own.with.all.this.of which.we.at.need.L.int.laughing., He.is.in.the.Small.Italy.so.pr.s.of.many.good.Restaurants.and.Caf.s.and.we.can.to follow.the.Freedom.Trail.d.s.that.we.Sort.L.ext.laughing.,.at.born.can.not.to be.better.if you.We.at.mang.Italian.all.the.weekend., Truly.I.recommended.this.place.we.y.will return.Assur.is lying., Thank you.Jose.,"
18,6089865,45471517,2015-09-03,17468463,Joelle," Die. Wohnung. war. grossz. gig. mit. sehr. grosser. Dusche. gut. eingerichtet. Wir. haben. Jason. nicht. gesehen. aber. detaillierte. Informationen. f. r. den. Zugang. in. die. Wohnung. erhahlten. so. dass. dies. jederzeit. problemlos. war. Die. Wohnung. liegt. im. Northend. vierteil. so. dass. wir. vieles. zu. Fuss. besichtigen. konnten. Ganz. nahe. viele. leckere. italiener. oder. auch. die. ber. hmte. Mikes. Pastry. , Einziger. Nachteil. Durch. die. Lage. in. einer. Sachgasse. und. die. vielen. A. C. s. in. der. Gasse. war. es. uns. leider. Nachts. etwas. zu. laut. ",de,"The.Apartment.was.Grossz.Gig.With.very.greater.Shower.Well.furnished.We.to have.Jason.not.seen.but.Detailed.Information.f. r.the.Access.in the.Apartment.prevail.so.that this.at any time.easy.was.The.Apartment.located.in the.Northful.Four part.so.that we.Much of.to.Foot.visit.could.All.vicinity.lots.Tasty.Italian.or.also.the.Ber. Hmte.Mikes.Pastry., Only.Disadvantage.Through.the.Position.in a.Suiting floor.and.the.many.A. C. s. In. The.Alley.was.it.US.Unfortunately.At night.something.to.according to."
19,6089865,55848413,2015-12-06,49888467,Geneviève," Moment. m. morable. les. 4. 5. d. cembre. 2015. , Escapade. Boston. pour. l. anniversaire. d. un. ami. , . , Facilement. rejoignable. Jose. nous. a. accommod. lors. de. notre. arriv. Je. n. avais. pas. encore. foul. e. le. bitume. de. cette. petite. ruelle. que. j. tais. s. duite. L. appartement. tait. tel. qu. esp. r. et. le. quartier. South. End. tout. fait. charmant. sans. parler. des. expressos. , Les. bostonnais. contrairement. ce. que. j. avais. entendu. tait. facile. d. approche. et. ouvert. l. autre. On. s. y. sens. bien. tans. pr. s. de. l. eau. qq. pas. de. l. appartement. ou. plus. en. direction. sud. ouest. Aussi. bien. le. trajet. que. les. destinations. nous. on. fait. vivre. des. petits. URL. HIDDEN. vie. quoi. , Deux. adresses. , . Bobby. from. Boston. 19. Thayer. St. Ma. v. tements. Vintage. , . William. Carlton. 148. Salem. St. Ma. deux. pas. de. l. appartement. Steve. Finch. jeune. chapelier. avec. une. vielle. me. travaille. avec. son. ami. Max. Levy. dans. cette. petite. boutique. sortie. tout. droit. des. ann. es. 1940. nomm. au. nom. de. son. grand. p. re. Passer. les. voir. et. n. oublier. pas. de. saluer. Bentley. , . , Merci. Jose. , . Sinc. rement. Genevi. ve",fr,"Moment. m. rable. the. 4. 5. d. December. 2015 Getaway. Boston. for. L. birthday. d. a. friend. ,. , Easily. reachable. Jose. we. at. accommod. during. of. our. arrivals. I. not. had. not. again. foul. e. the. bitumen. of. this. small. alley. than. j. tais. s. pick. L. apartment. tait. Phone. that. esp. r. and. the. piece. South. End. all. do. charming. without. speak. from. espressos. , The. Boston-. in contrary. this. than. j. had. understood. tait. easy. d. approach. and. open. L. other. We. s. y. sense. Good. tans. pr. s. of. L. water. qq. not. of. L. apartment. Where. more. in. direction. South. Where is. As well. Good. the. route. than. the. destinations. we. we. do. to live. from. Small. URL. HIDDEN. life. what. , Of them. addresses. ,. Bobby. from. Boston. 19. Thayer. St. Ma. V. clothes. Vintage. ,. William. Carlton. 148. Salem. St. Ma. Two. not. of. L. apartment. Steve. Finch. young. hatter. with. a. old. me. work. with. his. friend. Max. Levy. in. this. small. shop. exit. all. right. from. Ann. es. 1940. appointed. to. name. of. his. big. p. D. To pass. the. see. and. not. to forget. not. of. greet. Bentley. ,. , Thank you. Jose. ,. Sinc. . Genevi. line"
20,6089865,82498523,2016-06-27,14545880,Dominique," Le. logement. tait. propre. bien. situ. bien. quip. pour. la. cuisine. et. tait. similaire. aux. photos. L. emplacement. tait. calme. Jose. Jason. ont. facilit. notre. arriv. e. en. nous. envoyant. des. messages. pour. bien. expliquer. les. demarches. faire. en. arrivant. cl. s. internet. Les. h. tes. r. pondaient. rapidement. nos. messages. , Je. recommande. cette. place. ceux. qui. veulent. aller. visiter. Boston. , Merci. beaucoup. ",fr,"The.lodging.tait.own.Good.if you.Good.who P.for.the.food.and.tait.similar.to.Pictures.The location.tait.calmed down.Jose.Jason.have.FACILIT.our.arrivals.e.in.we.seeing.from.messages.for.Good.to explain.the.Exploys.To do.in.arriving.cl.s.Internet.The.h.your.r.lay.quickly.NOS.messages., I.recommended.this.square.those.Who.Want.go.to visit.Boston., Thank you.many."
21,1147871,17458056,2014-08-12,16739987,Jennifer, Die. Unterkunft. bei. Izzy. war. toll. Es. war. sehr. sauber. und. man. hatte. alles. zur. Verf. gung. was. man. braucht. Der. Selve. Check. In. hat. problemlos. funktioniert. Das. Zimmer. war. sehr. ger. umig. und. es. wurden. frische. Handt. cher. bereit. gelegt. In. der. Umgebung. gab. es. sehr. nette. Restaurants. und. die. U. Bahn. ist. in. etwa. 7. Gehminuten. erreichbar. ,de,The.Accomodation.at.Izzy.was.Great.It.was.very.clean.and.Man.had.everything.to the.The author.What.Man.needs.The.Selve.Check.In.has.easy.is working.The.Room.was.very.Ger.umig.and.it.became.Fresh.Hand.Cher.ready.placed.In.the.Surroundings.gave.it.very.Nice.Restaurants.and.the.Subway.is.in approximately.7. Walk.available.
22,1147871,20350084,2014-09-28,2964354,Monique, Alles. gut. Sehr. zufrieden. mit. alles. Danke. ,de,Everything.Well.Very.satisfied.With.everything.Thank you.
23,1147871,21096394,2014-10-11,21738559,Georgy, . 4. 7. 2. ,ru,. 4. 7. 2.
24,1147871,22304366,2014-11-03,5648999,Christa, Die. Wohnung. war. sauber. gut. gelegen. und. Izzy. ein. sehr. freundlicher. Gastgeber. Kann. ich. nur. empfehlen. ,de,The.Apartment.was.clean.Well.located.and.Izzy.one.very.Friendly.Host.Can.I.only.recommend.
25,1147871,28098101,2015-03-17,28709773,Constanza," Toda. la. descripci. n. fue. correcta. las. instrucciones. de. como. llegar. fueron. precisas. el. sitio. estaba. limpio. la. habitacion. estaba. bastante. comoda. la. cocina. bien. equipada. , ",es,"All.the.Descriptionn.it was.Right.the.instructions.from.What.arrive.They were.accuratethe.site.I was.cleansed.the.room.I was.Quite.comfortable.the.kitchen.good.Equipped.,"
26,1147871,28183704,2015-03-19,25913506,Ruihong, Absolute. privacy. ,ro,Absolute. privacy.
27,1147871,29411694,2015-04-07,27924578,Aurélie," Tr. s. bon. s. jour. Boston. Nous. n. avons. pas. rencontr. Izzy. mais. il. est. tout. de. m. me. arrangeant. en. ce. qui. concerne. l. heure. d. arriv. e. La. chambre. tait. comme. d. crite. sur. le. site. une. petite. ardoise. de. bienvenue. avec. nos. noms. tait. accroch. e. sur. la. porte. Le. logement. tait. plus. que. correct. Le. seul. petit. b. mol. pourrait. tre. un. seul. toilette. salle. de. bain. pour. 4. chambres. , L. endroit. est. plut. t. bien. situ. le. m. tro. est. facile. d. acc. s. ",fr,"Tr. S.Well.s.day.Boston.We.not.have.not.met.IZZY.corn.he.is.all.of.m.me.Arranging.in.this.Who.concerning.L.time.d.arrivals.e.Bedroom.tait.like.d.Crite.on.the.site.a.small.slate.of.welcome.with.NOS.names.tait.Hover.e.on.the.gate.The.lodging.tait.more.than.correct.The.alone.small.b.mol.could be able.to be.a.alone.toilet.room.of.bath.for.4. Rooms., L. place.is.pleased.t.Good.if you.the.m.Tro.is.easy.d.ACC.s."
28,1147871,32524814,2015-05-19,14224308,Benoit, Logement. calme. propre. et. bien. situ. quelques. minutes. du. m. tro. refaire. sans. h. sitation. ,fr,Lodging.calmed down.own.and.Good.if you.some.minutes.from.m.Tro.redo.without.h..
29,1147871,41395770,2015-08-07,36610326,Marco," Izzy. un. host. simpatico. e. disponibile. L. accoglienza. stata. ottima. e. ci. ha. dato. subito. molti. consigli. su. come. muoverci. in. citt. locali. in. cui. mangiare. etc. , La. stanza. corrispondeva. perfettamente. alle. fotografie. ed. era. pulita. e. comoda. come. anche. il. bagno. , PRO. Posizione. vicina. all. aeroporto. e. disponibilit. di. Izzy. , CONTRO. Le. scale. erano. veramente. sporche. e. c. un. solo. bagno. per. 4. stanze. ",it,"Izzy.a.Host.nice.And.available.L. Reception.was.Great.And.there.has.given.immediately.many.advice.on.as.Move.in.Citylocals.in.which.eat.etc., The room.corresponded.perfectly.to.photos.and.was.Clean.And.Convenient.as.also.the.bathroom., Pro.Position.Nearby.all.airport.And.Availability.from.Izzy., VERSUS.The.Stairs.they were.truly.Dirty.And.c.a.alone.bathroom.for.4. Rooms."
30,1147871,47888385,2015-09-21,43640164,Edgar," Es. un. sitio. con. muy. buena. ubicaci. n. cerca. de. dos. buenos. restaurantes. y. del. aeropuerto. El. anfitrion. es. muy. diligente. y. servicial. en. responder. a. cualquier. pregunta. y. la. reservaci. n. es. una. garant. a. , ",es,"Is a.site.with.very.good.locationn.near.from.two.good.restaurants.Y.of.airport.The host.is.very.diligent.Y.helpful.in.reply.to.any.question.Y.the.reservationn.is.a.gaugeto.,"
31,1147871,49354052,2015-10-03,11445731,Miriam, Die. Unterkunft. war. gut. gelegen. vor. allem. weil. wir. fr. h. zum. Flughafen. mussten. Das. Zimmer. was. sauber. und. ger. umig. und. hatte. alles. was. man. ben. tigt. Parken. war. ebenfalls. kein. Problem. auch. wenn. man. mal. auf. eine. Nebenstra. e. ausweichen. musste. K. che. und. Wohnzimmer. waren. gro. und. hatten. ebenfalls. alles. was. man. ben. tigt. Der. einzige. Kritikpunkt. ist. vielleicht. dass. es. f. r. mehrere. vermietete. Zimmer. nur. ein. Badezimmer. gibt. wo. es. vor. allem. abend. und. morgens. zu. Staus. kam. Ansonsten. hat. alles. problemlos. funktioniert. ,de,The.Accomodation.was.Well.located.before.Everything.because.weather.FR.H.to the.Airport.had to.The.Room.What.clean.and.Ger.umig.and.had.everything.What.Man.Ben.Office.Park.was.Likewise.no.Problem.also.if.Man.just.on.one.Side street.e.evade.had to.K. Che.and.Living room.was.Great.and.had.Likewise.everything.What.Man.Ben.Office.The.only.Criticism.is.perhaps.that it.f. r.several.Rented.Room.only.one.Bathroom.are.Where.it.before.Everything.Eve.and.In the morning.to.Traffic jams.came.Otherwise.has.everything.easy.is working.
32,1147871,49484481,2015-10-04,42814432,Jiapeng, . ,zh-cn,.
33,1147871,53722311,2015-11-11,23852526,Odeta, La. casa. in. una. posizione. comodissima. a. due. minuti. dalla. fermatata. della. metro. dove. ci. sono. anche. le. navette. gratuite. per. l. aereoporto. Siamo. stati. accolti. da. Jacopo. un. amico. di. Izzy. estremamente. simpatico. e. d. aiuto. ,it,The House.in.a.position.Very convenient.to.two.minutes.from the.stoppatata.from the.meter.where is it.there.I am.also.the.Shuttles.Free.for.L.Airport.Are.States.Greeted.from.Jacopo.a.friend.from.Izzy.extremely.nice.And.d.Help.
34,1147871,55481410,2015-12-01,43696734,Ignacio," El. apartamento. est. muy. bien. situado. a. tres. paradas. de. metro. del. centro. de. Boston. El. barrio. es. muy. seguro. y. se. puede. ir. andando. a. cualquier. hora. , . , La. habitaci. n. estaba. muy. limpia. y. bien. amueblada. Si. vuelvo. a. Boston. volver. a. a. alojarme. en. este. apartamento. ",es,"Apartment.its T.very.good.located.to.three.stopsfrom.meter.of.center.from.Boston.The neighborhood.is.very.sure.Y.I know.may.go.Walking.to.any.hour.., The.habitationn.I was.very.clean.Y.good.FurnishedYes.I come back.to.Boston.return.to.to.Stayin.this.apartment."
35,1147871,64704321,2016-03-06,11026778,Juan, El. due. o. nunca. estuvo. presente. pero. la. mujer. que. trabajaba. en. la. casa. fue. muy. amable. conmigo. ,es,The due.or.never.he was.Present.but.the.woman.that.I worked.in.the.House.it was.very.kind.with me.
36,13513012,86838025,2016-07-17,60796076,Peter," Vi. opholdt. os. tre. dage. i. Manuels. sk. nne. v. relse. Vi. havde. hele. 4. sal. for. os. selv. Den. store. altan. var. dejlig. efter. en. lang. dag. p. opdagelse. i. byen. Stedet. ligger. i. et. roligt. kvarter. lige. ved. siden. af. U. banen. let. at. komme. til. fra. lufthavn. og. sev. rdigheder. , S. ster. Soshee. s. rgede. for. at. vi. hele. tiden. f. lte. os. hjemme. Vi. kommer. gerne. en. anden. gang. ",da,"We.Stayed.U.S.three.days.in. Manuels.Sk.nne.v. Serification.We.had.all.4th floor.for.U.S.self.The.Great.balcony.was.lovely.after.one.long.day.p. discovery.in the city.The place.lies.in a.calm.quarter.just.by.since.of.U. The pitch.easy.to.come.to.from.airport.and.SEV.Science., S. Ster.Soshee.s. rged.for.to.we.all.the time.f. LTE.U.S.at home.We.coming.Gladly.one.other.walk."
37,13059,8913427,2013-11-25,465109,Sacha, Best. Stay. Ever,de,Best. Stay. Ever
